jurisdiccion_de_residencia_id,provincia_nombre,cie10_causa_id,causa_defuncion,sexo_id,Sexo,grupo_edad,cantidad,codigo,rango_edad,Especialidad,especialidad_disponible,Tasa de Mortalidad Adultos,num_establecimientos
6,BUENOS AIRES,J18,"Neumonía, organismo no especificado",9,desconocido,04.De 55 a 74 anios,9,04,De 55 a 74 anios,NEUMONOLOGÍA,1,0.7563380015732742,9773
2,CIUDAD AUTÓNOMA DE BUENOS AIRES,C92,Leucemia mieloide,2,femenino,04.De 55 a 74 anios,3,04,De 55 a 74 anios,HEMATOLOGÍA,1,4.903988474345726,1761
6,BUENOS AIRES,J18,"Neumonía, organismo no especificado",1,masculino,04.De 55 a 74 anios,1,04,De 55 a 74 anios,NEUMONOLOGÍA,1,0.7563380015732742,9773
34,FORMOSA,A41,Otras Sepsis,1,masculino,04.De 55 a 74 anios,8,04,De 55 a 74 anios,INFECTOLOGÍA,1,0.5592865389709595,473
46,LA RIOJA,I21,Infarto agudo del miocardio,1,masculino,04.De 55 a 74 anios,17,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.5481659998043183,449
54,MISIONES,C92,Leucemia mieloide,1,masculino,04.De 55 a 74 anios,2,04,De 55 a 74 anios,HEMATOLOGÍA,1,0.5356905212761011,953
94,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR",C34,Tumor maligno de los bronquios y del pulmón,1,masculino,04.De 55 a 74 anios,9,04,De 55 a 74 anios,ONCOLOGÍA,1,0.2961290436982439,446
2,CIUDAD AUTÓNOMA DE BUENOS AIRES,E14,"Diabetes mellitus, no especificada",1,masculino,04.De 55 a 74 anios,1,04,De 55 a 74 anios,ENDOCRINOLOGÍA,1,4.903988474345726,1761
54,MISIONES,I71,Aneurisma y disección aórticos,1,masculino,04.De 55 a 74 anios,4,04,De 55 a 74 anios,CIRUGÍA CARDIOVASCULAR,1,0.5356905212761011,953
70,SAN JUAN,I50,Insuficiencia cardíaca,1,masculino,04.De 55 a 74 anios,6,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.6213157091176333,880
6,BUENOS AIRES,J18,"Neumonía, organismo no especificado",1,masculino,04.De 55 a 74 anios,1239,04,De 55 a 74 anios,NEUMONOLOGÍA,1,0.7563380015732742,9773
82,SANTA FE,I71,Aneurisma y disección aórticos,2,femenino,04.De 55 a 74 anios,1,04,De 55 a 74 anios,CIRUGÍA CARDIOVASCULAR,1,0.8106037052668295,2548
26,CHUBUT,I42,Cardiomiopatía,2,femenino,04.De 55 a 74 anios,3,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.2636221549937281,956
82,SANTA FE,I71,Aneurisma y disección aórticos,2,femenino,04.De 55 a 74 anios,4,04,De 55 a 74 anios,CIRUGÍA CARDIOVASCULAR,1,0.8106037052668295,2548
26,CHUBUT,N18,Enfermedad renal crónica,2,femenino,04.De 55 a 74 anios,1,04,De 55 a 74 anios,NEFROLOGÍA,1,0.2636221549937281,956
86,SANTIAGO DEL ESTERO,C80,Tumor maligno de sitios no especificados,1,masculino,04.De 55 a 74 anios,15,04,De 55 a 74 anios,ONCOLOGÍA,1,0.6005314419260794,865
22,CHACO,N18,Enfermedad renal crónica,2,femenino,04.De 55 a 74 anios,5,04,De 55 a 74 anios,NEFROLOGÍA,1,1.814367302537006,976
26,CHUBUT,K70,Enfermedad alcohólica del hígado,1,masculino,04.De 55 a 74 anios,4,04,De 55 a 74 anios,HEPATOLOGÍA,0,0.2636221549937281,956
6,BUENOS AIRES,I71,Aneurisma y disección aórticos,1,masculino,04.De 55 a 74 anios,33,04,De 55 a 74 anios,CIRUGÍA CARDIOVASCULAR,1,0.7563380015732742,9773
6,BUENOS AIRES,E14,"Diabetes mellitus, no especificada",2,femenino,04.De 55 a 74 anios,15,04,De 55 a 74 anios,ENDOCRINOLOGÍA,1,0.7563380015732742,9773
58,NEUQUÉN,K70,Enfermedad alcohólica del hígado,1,masculino,04.De 55 a 74 anios,19,04,De 55 a 74 anios,HEPATOLOGÍA,1,0.4903119903707241,1287
74,SAN LUIS,E14,"Diabetes mellitus, no especificada",1,masculino,04.De 55 a 74 anios,3,04,De 55 a 74 anios,ENDOCRINOLOGÍA,1,0.6211155378486056,575
78,SANTA CRUZ,C34,Tumor maligno de los bronquios y del pulmón,2,femenino,04.De 55 a 74 anios,7,04,De 55 a 74 anios,ONCOLOGÍA,1,0.3947881238311271,351
54,MISIONES,E14,"Diabetes mellitus, no especificada",2,femenino,04.De 55 a 74 anios,4,04,De 55 a 74 anios,ENDOCRINOLOGÍA,1,0.5356905212761011,953
6,BUENOS AIRES,C92,Leucemia mieloide,2,femenino,04.De 55 a 74 anios,5,04,De 55 a 74 anios,HEMATOLOGÍA,1,0.7563380015732742,9773
14,CÓRDOBA,I71,Aneurisma y disección aórticos,1,masculino,04.De 55 a 74 anios,5,04,De 55 a 74 anios,CIRUGÍA CARDIOVASCULAR,1,2.601768414079629,8186
82,SANTA FE,I49,Otras arritmias cardiacas,2,femenino,04.De 55 a 74 anios,22,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.8106037052668295,2548
82,SANTA FE,J18,"Neumonía, organismo no especificado",1,masculino,04.De 55 a 74 anios,169,04,De 55 a 74 anios,NEUMONOLOGÍA,1,0.8106037052668295,2548
74,SAN LUIS,I49,Otras arritmias cardiacas,1,masculino,04.De 55 a 74 anios,1,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.6211155378486056,575
46,LA RIOJA,K74,Fibrosis y cirrosis del hígado,1,masculino,04.De 55 a 74 anios,3,04,De 55 a 74 anios,HEPATOLOGÍA,0,0.5481659998043183,449
30,ENTRE RÍOS,J18,"Neumonía, organismo no especificado",1,masculino,04.De 55 a 74 anios,41,04,De 55 a 74 anios,NEUMONOLOGÍA,1,0.7222905910709475,1158
58,NEUQUÉN,E14,"Diabetes mellitus, no especificada",1,masculino,04.De 55 a 74 anios,2,04,De 55 a 74 anios,ENDOCRINOLOGÍA,1,0.4903119903707241,1287
62,RÍO NEGRO,K74,Fibrosis y cirrosis del hígado,1,masculino,04.De 55 a 74 anios,2,04,De 55 a 74 anios,HEPATOLOGÍA,1,0.5743435493049346,605
82,SANTA FE,I42,Cardiomiopatía,2,femenino,04.De 55 a 74 anios,2,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.8106037052668295,2548
86,SANTIAGO DEL ESTERO,A41,Otras Sepsis,1,masculino,04.De 55 a 74 anios,34,04,De 55 a 74 anios,INFECTOLOGÍA,1,0.6005314419260794,865
70,SAN JUAN,E11,Diabetes mellitus no insulinodependiente,1,masculino,04.De 55 a 74 anios,3,04,De 55 a 74 anios,ENDOCRINOLOGÍA,1,0.6213157091176333,880
70,SAN JUAN,I25,Enfermedad isquémica crónica del corazón,1,masculino,04.De 55 a 74 anios,3,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.6213157091176333,880
6,BUENOS AIRES,I49,Otras arritmias cardiacas,1,masculino,04.De 55 a 74 anios,107,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.7563380015732742,9773
82,SANTA FE,E14,"Diabetes mellitus, no especificada",2,femenino,04.De 55 a 74 anios,5,04,De 55 a 74 anios,ENDOCRINOLOGÍA,1,0.8106037052668295,2548
50,MENDOZA,I25,Enfermedad isquémica crónica del corazón,2,femenino,04.De 55 a 74 anios,12,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.674473167775137,2262
74,SAN LUIS,I49,Otras arritmias cardiacas,2,femenino,04.De 55 a 74 anios,3,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.6211155378486056,575
18,CORRIENTES,J96,"Insuficiencia respiratoria, no clasificada en otra parte",2,femenino,04.De 55 a 74 anios,9,04,De 55 a 74 anios,NEUMONOLOGÍA,1,0.18515274833088505,713
14,CÓRDOBA,E14,"Diabetes mellitus, no especificada",2,femenino,04.De 55 a 74 anios,49,04,De 55 a 74 anios,ENDOCRINOLOGÍA,1,2.601768414079629,8186
94,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR",I21,Infarto agudo del miocardio,2,femenino,04.De 55 a 74 anios,3,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.2961290436982439,446
86,SANTIAGO DEL ESTERO,E14,"Diabetes mellitus, no especificada",2,femenino,04.De 55 a 74 anios,9,04,De 55 a 74 anios,ENDOCRINOLOGÍA,1,0.6005314419260794,865
58,NEUQUÉN,E10,Diabetes mellitus insulinodependiente,2,femenino,04.De 55 a 74 anios,3,04,De 55 a 74 anios,ENDOCRINOLOGÍA,1,0.4903119903707241,1287
30,ENTRE RÍOS,I50,Insuficiencia cardíaca,2,femenino,04.De 55 a 74 anios,23,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.7222905910709475,1158
78,SANTA CRUZ,C18,Tumor maligno del colon,1,masculino,04.De 55 a 74 anios,2,04,De 55 a 74 anios,ONCOLOGÍA,1,0.3947881238311271,351
26,CHUBUT,I50,Insuficiencia cardíaca,1,masculino,04.De 55 a 74 anios,9,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.2636221549937281,956
86,SANTIAGO DEL ESTERO,J44,Otras enfermedades pulmonares obstructivas crónicas,2,femenino,04.De 55 a 74 anios,4,04,De 55 a 74 anios,NEUMONOLOGÍA,1,0.6005314419260794,865
30,ENTRE RÍOS,C80,Tumor maligno de sitios no especificados,2,femenino,04.De 55 a 74 anios,3,04,De 55 a 74 anios,ONCOLOGÍA,1,0.7222905910709475,1158
26,CHUBUT,I42,Cardiomiopatía,1,masculino,04.De 55 a 74 anios,2,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.2636221549937281,956
82,SANTA FE,J18,"Neumonía, organismo no especificado",1,masculino,04.De 55 a 74 anios,1,04,De 55 a 74 anios,NEUMONOLOGÍA,1,0.8106037052668295,2548
18,CORRIENTES,E11,Diabetes mellitus no insulinodependiente,1,masculino,04.De 55 a 74 anios,1,04,De 55 a 74 anios,ENDOCRINOLOGÍA,1,0.18515274833088505,713
26,CHUBUT,E14,"Diabetes mellitus, no especificada",2,femenino,04.De 55 a 74 anios,2,04,De 55 a 74 anios,ENDOCRINOLOGÍA,1,0.2636221549937281,956
22,CHACO,N18,Enfermedad renal crónica,1,masculino,04.De 55 a 74 anios,7,04,De 55 a 74 anios,NEFROLOGÍA,1,1.814367302537006,976
50,MENDOZA,J44,Otras enfermedades pulmonares obstructivas crónicas,2,femenino,04.De 55 a 74 anios,19,04,De 55 a 74 anios,NEUMONOLOGÍA,1,0.674473167775137,2262
46,LA RIOJA,J18,"Neumonía, organismo no especificado",2,femenino,04.De 55 a 74 anios,11,04,De 55 a 74 anios,NEUMONOLOGÍA,1,0.5481659998043183,449
86,SANTIAGO DEL ESTERO,N18,Enfermedad renal crónica,2,femenino,04.De 55 a 74 anios,5,04,De 55 a 74 anios,NEFROLOGÍA,1,0.6005314419260794,865
62,RÍO NEGRO,N18,Enfermedad renal crónica,2,femenino,04.De 55 a 74 anios,2,04,De 55 a 74 anios,NEFROLOGÍA,1,0.5743435493049346,605
74,SAN LUIS,J18,"Neumonía, organismo no especificado",2,femenino,04.De 55 a 74 anios,28,04,De 55 a 74 anios,NEUMONOLOGÍA,1,0.6211155378486056,575
94,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR",J44,Otras enfermedades pulmonares obstructivas crónicas,2,femenino,04.De 55 a 74 anios,1,04,De 55 a 74 anios,NEUMONOLOGÍA,1,0.2961290436982439,446
90,TUCUMÁN,I50,Insuficiencia cardíaca,1,masculino,04.De 55 a 74 anios,63,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.6322620866082017,2402
62,RÍO NEGRO,I49,Otras arritmias cardiacas,2,femenino,04.De 55 a 74 anios,6,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.5743435493049346,605
30,ENTRE RÍOS,J96,"Insuficiencia respiratoria, no clasificada en otra parte",2,femenino,04.De 55 a 74 anios,4,04,De 55 a 74 anios,NEUMONOLOGÍA,1,0.7222905910709475,1158
74,SAN LUIS,J44,Otras enfermedades pulmonares obstructivas crónicas,1,masculino,04.De 55 a 74 anios,8,04,De 55 a 74 anios,NEUMONOLOGÍA,1,0.6211155378486056,575
62,RÍO NEGRO,J98,Otros trastornos respiratorios,1,masculino,04.De 55 a 74 anios,1,04,De 55 a 74 anios,NEUMONOLOGÍA,1,0.5743435493049346,605
2,CIUDAD AUTÓNOMA DE BUENOS AIRES,J44,Otras enfermedades pulmonares obstructivas crónicas,2,femenino,04.De 55 a 74 anios,9,04,De 55 a 74 anios,NEUMONOLOGÍA,1,4.903988474345726,1761
66,SALTA,I49,Otras arritmias cardiacas,2,femenino,04.De 55 a 74 anios,1,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.514793286430103,1120
54,MISIONES,E14,"Diabetes mellitus, no especificada",1,masculino,04.De 55 a 74 anios,21,04,De 55 a 74 anios,ENDOCRINOLOGÍA,1,0.5356905212761011,953
30,ENTRE RÍOS,E11,Diabetes mellitus no insulinodependiente,1,masculino,04.De 55 a 74 anios,2,04,De 55 a 74 anios,ENDOCRINOLOGÍA,1,0.7222905910709475,1158
22,CHACO,J44,Otras enfermedades pulmonares obstructivas crónicas,1,masculino,04.De 55 a 74 anios,13,04,De 55 a 74 anios,NEUMONOLOGÍA,1,1.814367302537006,976
34,FORMOSA,I50,Insuficiencia cardíaca,1,masculino,04.De 55 a 74 anios,13,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.5592865389709595,473
26,CHUBUT,E14,"Diabetes mellitus, no especificada",1,masculino,04.De 55 a 74 anios,7,04,De 55 a 74 anios,ENDOCRINOLOGÍA,1,0.2636221549937281,956
54,MISIONES,Y83,"Cirugía y otros procedimientos quirúrgicos como la causa de reacción anormal del paciente o de complicación posterior, sin mención de incidente en el momento de efectuar el procedimiento",2,femenino,04.De 55 a 74 anios,8,04,De 55 a 74 anios,CIRUGÍA GENERAL,1,0.5356905212761011,953
74,SAN LUIS,E11,Diabetes mellitus no insulinodependiente,2,femenino,04.De 55 a 74 anios,1,04,De 55 a 74 anios,ENDOCRINOLOGÍA,1,0.6211155378486056,575
26,CHUBUT,A41,Otras Sepsis,2,femenino,04.De 55 a 74 anios,11,04,De 55 a 74 anios,INFECTOLOGÍA,1,0.2636221549937281,956
90,TUCUMÁN,K72,"Insuficiencia hepática, no clasificada en otra parte",1,masculino,04.De 55 a 74 anios,10,04,De 55 a 74 anios,HEPATOLOGÍA,0,0.6322620866082017,2402
18,CORRIENTES,J18,"Neumonía, organismo no especificado",1,masculino,04.De 55 a 74 anios,62,04,De 55 a 74 anios,NEUMONOLOGÍA,1,0.18515274833088505,713
50,MENDOZA,I67,Otras enfermedades cerebrovasculares,1,masculino,04.De 55 a 74 anios,2,04,De 55 a 74 anios,NEUROLOGÍA,1,0.674473167775137,2262
70,SAN JUAN,Y83,"Cirugía y otros procedimientos quirúrgicos como la causa de reacción anormal del paciente o de complicación posterior, sin mención de incidente en el momento de efectuar el procedimiento",2,femenino,04.De 55 a 74 anios,16,04,De 55 a 74 anios,CIRUGÍA GENERAL,1,0.6213157091176333,880
10,CATAMARCA,J98,Otros trastornos respiratorios,1,masculino,04.De 55 a 74 anios,6,04,De 55 a 74 anios,NEUMONOLOGÍA,1,0.07578053462385934,566
58,NEUQUÉN,I42,Cardiomiopatía,1,masculino,04.De 55 a 74 anios,6,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.4903119903707241,1287
14,CÓRDOBA,E11,Diabetes mellitus no insulinodependiente,2,femenino,04.De 55 a 74 anios,24,04,De 55 a 74 anios,ENDOCRINOLOGÍA,1,2.601768414079629,8186
42,LA PAMPA,A41,Otras Sepsis,1,masculino,04.De 55 a 74 anios,6,04,De 55 a 74 anios,INFECTOLOGÍA,1,0.6524638317267923,703
14,CÓRDOBA,I71,Aneurisma y disección aórticos,1,masculino,04.De 55 a 74 anios,8,04,De 55 a 74 anios,CIRUGÍA CARDIOVASCULAR,1,2.601768414079629,8186
54,MISIONES,Y83,"Cirugía y otros procedimientos quirúrgicos como la causa de reacción anormal del paciente o de complicación posterior, sin mención de incidente en el momento de efectuar el procedimiento",1,masculino,04.De 55 a 74 anios,14,04,De 55 a 74 anios,CIRUGÍA GENERAL,1,0.5356905212761011,953
2,CIUDAD AUTÓNOMA DE BUENOS AIRES,J44,Otras enfermedades pulmonares obstructivas crónicas,2,femenino,04.De 55 a 74 anios,32,04,De 55 a 74 anios,NEUMONOLOGÍA,1,4.903988474345726,1761
14,CÓRDOBA,E11,Diabetes mellitus no insulinodependiente,1,masculino,04.De 55 a 74 anios,52,04,De 55 a 74 anios,ENDOCRINOLOGÍA,1,2.601768414079629,8186
58,NEUQUÉN,K70,Enfermedad alcohólica del hígado,1,masculino,04.De 55 a 74 anios,3,04,De 55 a 74 anios,HEPATOLOGÍA,1,0.4903119903707241,1287
6,BUENOS AIRES,C92,Leucemia mieloide,2,femenino,04.De 55 a 74 anios,13,04,De 55 a 74 anios,HEMATOLOGÍA,1,0.7563380015732742,9773
54,MISIONES,I42,Cardiomiopatía,1,masculino,04.De 55 a 74 anios,5,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.5356905212761011,953
94,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR",I61,Hemorragia intraencefálica,1,masculino,04.De 55 a 74 anios,3,04,De 55 a 74 anios,NEUROLOGÍA,1,0.2961290436982439,446
18,CORRIENTES,J96,"Insuficiencia respiratoria, no clasificada en otra parte",1,masculino,04.De 55 a 74 anios,12,04,De 55 a 74 anios,NEUMONOLOGÍA,1,0.18515274833088505,713
50,MENDOZA,I67,Otras enfermedades cerebrovasculares,2,femenino,04.De 55 a 74 anios,16,04,De 55 a 74 anios,NEUROLOGÍA,1,0.674473167775137,2262
6,BUENOS AIRES,I49,Otras arritmias cardiacas,2,femenino,04.De 55 a 74 anios,3,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.7563380015732742,9773
70,SAN JUAN,C22,Tumor maligno del hígado y de las vías biliares intrahepáticas,1,masculino,04.De 55 a 74 anios,1,04,De 55 a 74 anios,ONCOLOGÍA,1,0.6213157091176333,880
42,LA PAMPA,C71,Tumor maligno del encéfalo,2,femenino,04.De 55 a 74 anios,1,04,De 55 a 74 anios,ONCOLOGÍA,1,0.6524638317267923,703
46,LA RIOJA,E11,Diabetes mellitus no insulinodependiente,1,masculino,04.De 55 a 74 anios,3,04,De 55 a 74 anios,ENDOCRINOLOGÍA,1,0.5481659998043183,449
2,CIUDAD AUTÓNOMA DE BUENOS AIRES,Y34,"Evento no especificado, de intención no determinada",2,femenino,04.De 55 a 74 anios,3,04,De 55 a 74 anios,MEDICINA LEGAL,1,4.903988474345726,1761
2,CIUDAD AUTÓNOMA DE BUENOS AIRES,C22,Tumor maligno del hígado y de las vías biliares intrahepáticas,1,masculino,04.De 55 a 74 anios,8,04,De 55 a 74 anios,ONCOLOGÍA,1,4.903988474345726,1761
14,CÓRDOBA,E14,"Diabetes mellitus, no especificada",2,femenino,04.De 55 a 74 anios,1,04,De 55 a 74 anios,ENDOCRINOLOGÍA,1,2.601768414079629,8186
62,RÍO NEGRO,I49,Otras arritmias cardiacas,1,masculino,04.De 55 a 74 anios,1,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.5743435493049346,605
70,SAN JUAN,J44,Otras enfermedades pulmonares obstructivas crónicas,2,femenino,04.De 55 a 74 anios,10,04,De 55 a 74 anios,NEUMONOLOGÍA,1,0.6213157091176333,880
14,CÓRDOBA,J98,Otros trastornos respiratorios,1,masculino,04.De 55 a 74 anios,21,04,De 55 a 74 anios,NEUMONOLOGÍA,1,2.601768414079629,8186
86,SANTIAGO DEL ESTERO,X70,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",1,masculino,04.De 55 a 74 anios,2,04,De 55 a 74 anios,PSIQUIATRÍA,1,0.6005314419260794,865
6,BUENOS AIRES,J98,Otros trastornos respiratorios,1,masculino,04.De 55 a 74 anios,4,04,De 55 a 74 anios,NEUMONOLOGÍA,1,0.7563380015732742,9773
18,CORRIENTES,I49,Otras arritmias cardiacas,1,masculino,04.De 55 a 74 anios,9,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.18515274833088505,713
18,CORRIENTES,X70,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",1,masculino,04.De 55 a 74 anios,9,04,De 55 a 74 anios,PSIQUIATRÍA,1,0.18515274833088505,713
14,CÓRDOBA,I50,Insuficiencia cardíaca,1,masculino,04.De 55 a 74 anios,8,04,De 55 a 74 anios,CARDIOLOGÍA,1,2.601768414079629,8186
54,MISIONES,E11,Diabetes mellitus no insulinodependiente,1,masculino,04.De 55 a 74 anios,8,04,De 55 a 74 anios,ENDOCRINOLOGÍA,1,0.5356905212761011,953
2,CIUDAD AUTÓNOMA DE BUENOS AIRES,Y24,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada",1,masculino,04.De 55 a 74 anios,2,04,De 55 a 74 anios,MEDICINA LEGAL,1,4.903988474345726,1761
66,SALTA,I50,Insuficiencia cardíaca,1,masculino,04.De 55 a 74 anios,1,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.514793286430103,1120
6,BUENOS AIRES,I42,Cardiomiopatía,1,masculino,04.De 55 a 74 anios,54,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.7563380015732742,9773
70,SAN JUAN,I50,Insuficiencia cardíaca,1,masculino,04.De 55 a 74 anios,1,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.6213157091176333,880
6,BUENOS AIRES,I49,Otras arritmias cardiacas,1,masculino,04.De 55 a 74 anios,229,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.7563380015732742,9773
2,CIUDAD AUTÓNOMA DE BUENOS AIRES,I42,Cardiomiopatía,2,femenino,04.De 55 a 74 anios,7,04,De 55 a 74 anios,CARDIOLOGÍA,1,4.903988474345726,1761
2,CIUDAD AUTÓNOMA DE BUENOS AIRES,Y24,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada",1,masculino,04.De 55 a 74 anios,3,04,De 55 a 74 anios,MEDICINA LEGAL,1,4.903988474345726,1761
38,JUJUY,N18,Enfermedad renal crónica,2,femenino,04.De 55 a 74 anios,11,04,De 55 a 74 anios,NEFROLOGÍA,1,0.5449609149572425,673
58,NEUQUÉN,C18,Tumor maligno del colon,1,masculino,04.De 55 a 74 anios,1,04,De 55 a 74 anios,ONCOLOGÍA,1,0.4903119903707241,1287
50,MENDOZA,J44,Otras enfermedades pulmonares obstructivas crónicas,1,masculino,04.De 55 a 74 anios,37,04,De 55 a 74 anios,NEUMONOLOGÍA,1,0.674473167775137,2262
82,SANTA FE,E14,"Diabetes mellitus, no especificada",1,masculino,04.De 55 a 74 anios,16,04,De 55 a 74 anios,ENDOCRINOLOGÍA,1,0.8106037052668295,2548
58,NEUQUÉN,E14,"Diabetes mellitus, no especificada",2,femenino,04.De 55 a 74 anios,2,04,De 55 a 74 anios,ENDOCRINOLOGÍA,1,0.4903119903707241,1287
62,RÍO NEGRO,I21,Infarto agudo del miocardio,2,femenino,04.De 55 a 74 anios,9,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.5743435493049346,605
78,SANTA CRUZ,I21,Infarto agudo del miocardio,2,femenino,04.De 55 a 74 anios,1,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.3947881238311271,351
22,CHACO,A16,"Tuberculosis respiratoria, no confirmada bacteriológica o histológicamente",2,femenino,04.De 55 a 74 anios,1,04,De 55 a 74 anios,INFECTOLOGÍA,1,1.814367302537006,976
34,FORMOSA,I50,Insuficiencia cardíaca,2,femenino,04.De 55 a 74 anios,9,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.5592865389709595,473
46,LA RIOJA,C16,Tumor maligno del estómago,1,masculino,04.De 55 a 74 anios,9,04,De 55 a 74 anios,ONCOLOGÍA,1,0.5481659998043183,449
6,BUENOS AIRES,I42,Cardiomiopatía,2,femenino,04.De 55 a 74 anios,3,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.7563380015732742,9773
58,NEUQUÉN,I25,Enfermedad isquémica crónica del corazón,2,femenino,04.De 55 a 74 anios,1,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.4903119903707241,1287
46,LA RIOJA,R99,Otras causas mal definidas y las no especificadas de mortalidad,2,femenino,04.De 55 a 74 anios,5,04,De 55 a 74 anios,MEDICINA GENERAL Y/O MEDICINA FAMILIA,1,0.5481659998043183,449
50,MENDOZA,I21,Infarto agudo del miocardio,1,masculino,04.De 55 a 74 anios,180,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.674473167775137,2262
6,BUENOS AIRES,E14,"Diabetes mellitus, no especificada",2,femenino,04.De 55 a 74 anios,23,04,De 55 a 74 anios,ENDOCRINOLOGÍA,1,0.7563380015732742,9773
22,CHACO,A16,"Tuberculosis respiratoria, no confirmada bacteriológica o histológicamente",1,masculino,04.De 55 a 74 anios,2,04,De 55 a 74 anios,INFECTOLOGÍA,1,1.814367302537006,976
6,BUENOS AIRES,C92,Leucemia mieloide,1,masculino,04.De 55 a 74 anios,5,04,De 55 a 74 anios,HEMATOLOGÍA,1,0.7563380015732742,9773
66,SALTA,E14,"Diabetes mellitus, no especificada",1,masculino,04.De 55 a 74 anios,13,04,De 55 a 74 anios,ENDOCRINOLOGÍA,1,0.514793286430103,1120
90,TUCUMÁN,I67,Otras enfermedades cerebrovasculares,2,femenino,04.De 55 a 74 anios,1,04,De 55 a 74 anios,NEUROLOGÍA,1,0.6322620866082017,2402
78,SANTA CRUZ,I21,Infarto agudo del miocardio,1,masculino,04.De 55 a 74 anios,10,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.3947881238311271,351
58,NEUQUÉN,I61,Hemorragia intraencefálica,2,femenino,04.De 55 a 74 anios,2,04,De 55 a 74 anios,NEUROLOGÍA,1,0.4903119903707241,1287
62,RÍO NEGRO,C80,Tumor maligno de sitios no especificados,1,masculino,04.De 55 a 74 anios,7,04,De 55 a 74 anios,ONCOLOGÍA,1,0.5743435493049346,605
82,SANTA FE,Y83,"Cirugía y otros procedimientos quirúrgicos como la causa de reacción anormal del paciente o de complicación posterior, sin mención de incidente en el momento de efectuar el procedimiento",2,femenino,04.De 55 a 74 anios,17,04,De 55 a 74 anios,CIRUGÍA GENERAL,1,0.8106037052668295,2548
30,ENTRE RÍOS,I67,Otras enfermedades cerebrovasculares,2,femenino,04.De 55 a 74 anios,12,04,De 55 a 74 anios,NEUROLOGÍA,1,0.7222905910709475,1158
2,CIUDAD AUTÓNOMA DE BUENOS AIRES,I50,Insuficiencia cardíaca,2,femenino,04.De 55 a 74 anios,84,04,De 55 a 74 anios,CARDIOLOGÍA,1,4.903988474345726,1761
50,MENDOZA,I71,Aneurisma y disección aórticos,1,masculino,04.De 55 a 74 anios,2,04,De 55 a 74 anios,CIRUGÍA CARDIOVASCULAR,1,0.674473167775137,2262
46,LA RIOJA,J18,"Neumonía, organismo no especificado",1,masculino,04.De 55 a 74 anios,1,04,De 55 a 74 anios,NEUMONOLOGÍA,1,0.5481659998043183,449
6,BUENOS AIRES,I42,Cardiomiopatía,9,desconocido,04.De 55 a 74 anios,2,04,De 55 a 74 anios,CARDIOLOGÍA,1,0.7563380015732742,9773
14,CÓRDOBA,Y20,"Ahorcamiento, estrangulamiento y sofocación, de intención no determinada",1,masculino,04.De 55 a 74 anios,3,04,De 55 a 74 anios,MEDICINA LEGAL,1,2.601768414079629,8186
